interval_start,entity,low_senti,avg_senti,high_senti,num_datapoints
2019-05-30 22:32:00 UTC,NBA,-0.7746,0.422,0.9337,170
2019-05-30 22:09:00 UTC,DeMarcus Cousins,-0.1513,0.335,0.6808,17
2019-05-30 22:13:00 UTC,NBA,-0.8527,0.132,0.9006,113
2019-05-30 22:01:00 UTC,Raptors,-0.802,0.339,0.92,94
2019-05-30 22:32:00 UTC,#Warriors,-0.0258,-0.026,-0.0258,1
2019-05-30 22:11:00 UTC,#Sports,-0.34,-0.34,-0.34,1
2019-05-30 22:30:00 UTC,Andre Iguodala,0.5423,0.542,0.5423,1
2019-05-30 22:07:00 UTC,NBA,-0.8527,0.222,0.92,108
2019-05-30 22:29:00 UTC,Kawhi Leonard,-0.1027,0.154,0.6369,6
2019-05-30 22:26:00 UTC,Warriors,-0.891,0.276,0.9255,87
2019-05-30 22:19:00 UTC,#ESPN,-0.2732,0.084,0.4404,2
2019-05-30 22:19:00 UTC,Stephen Curry,-0.296,-0.084,0.34,3
2019-05-30 22:20:00 UTC,Golden State,-0.6633,0.219,0.7964,17
2019-05-30 22:25:00 UTC,Warriors,-0.8555,0.299,0.9432,86
2019-05-30 22:10:00 UTC,#NBAFinals,-0.4767,0.407,0.875,32
2019-05-30 22:21:00 UTC,Stephen Curry,0.34,0.34,0.34,1
2019-05-30 22:15:00 UTC,DeMarcus Cousins,-0.3612,0.327,0.6597,15
2019-05-30 22:24:00 UTC,#DubNation,0.5719,0.572,0.5719,1
2019-05-30 22:25:00 UTC,DeMarcus Cousins,-0.1513,0.364,0.7783,11
2019-05-30 22:26:00 UTC,Klay Thompson,0.5106,0.565,0.7269,4
2019-05-30 22:19:00 UTC,Golden State,-0.7351,0.159,0.7964,13
2019-05-30 22:02:00 UTC,Raptors,-0.7682,0.313,0.9304,89
2019-05-30 22:05:00 UTC,Stephen Curry,0.34,0.34,0.34,1
2019-05-30 22:29:00 UTC,#WeTheNorth,-0.4404,0.389,0.8555,11
2019-05-30 22:20:00 UTC,NBA,-0.6799,0.293,0.9382,146
2019-05-30 22:30:00 UTC,Raptors,-0.8591,0.275,0.9259,128
2019-05-30 22:02:00 UTC,Steve Kerr,0.2023,0.383,0.5267,4
2019-05-30 22:16:00 UTC,Warriors,-0.7037,0.332,0.8429,74
2019-05-30 22:01:00 UTC,#Warriors,-0.4168,-0.378,-0.34,2
2019-05-30 22:24:00 UTC,Klay Thompson,0.5106,0.547,0.7269,6
2019-05-30 22:21:00 UTC,Kawhi Leonard,-0.5423,0.277,0.6597,6
2019-05-30 22:05:00 UTC,DeMarcus Cousins,-0.4019,0.31,0.5994,20
2019-05-30 22:00:00 UTC,#Warriors,0.34,0.38,0.4199,2
2019-05-30 22:02:00 UTC,Stephen Curry,-0.296,0.287,0.5423,5
2019-05-30 22:30:00 UTC,Steve Kerr,0.1027,0.282,0.4019,3
2019-05-30 22:23:00 UTC,NBA Finals,-0.5411,0.336,0.9006,26
2019-05-30 22:21:00 UTC,Steve Kerr,0.34,0.41,0.4588,4
2019-05-30 22:30:00 UTC,NBA Finals,-0.5719,0.49,0.8316,60
2019-05-30 22:03:00 UTC,#Sports,0.6204,0.62,0.6204,2
2019-05-30 22:12:00 UTC,#Team,-0.1008,-0.101,-0.1008,1
2019-05-30 22:28:00 UTC,NBA,-0.6249,0.324,0.9006,133
